10298,Anniston/Calhoun County
10299,Anchorage International
10300,Anderson Regional
10301,Avrille
10302,Cerro Moreno International
10303,Brie-Champniers
10304,Aniak Airport
10305,Etimesgut
10306,Antsirabato
10307,Annette Island
10308,Angoche Airport
10309,Lee
10310,Antwerp-Brussels North
10311,Andahuaylas Airport
10312,Antigua
10313,Anvik Airport
10314,Andoya
10317,Lima Allen County
10318,Ancona/Falconara
10319,Aomori Airport
10320,Karpathos Airport
10321,Paso de Los Libres Airport
10322,Altoona-Blair County
10323,Sultan Abdul Halim
10324,Amook Bay Airport
10325,Arapahoe County
10326,Apolo Airport
10327,Napa County
10328,San Juan Aposento Airport
10329,Naples Municipal
10330,Phillips AAF
10331,Apataki Airport
10332,Nampula Airport
10333,Phelps/Collins
10334,Apartado Airport
10335,April River Airport
10336,Marion County Brown Field
10337,Calf Apple Valley
10338,Faleolo
10339,Qaisumah Airport
10340,King Hussein International
10342,Rodriguez Ballon International
10343,Saqani Airport
10344,Girdwood Airport
10345,Russellville Regional
10346,Dennis F Cantrell Field
10347,Acadiana Reg
10348,Ann Arbor Municipal
10349,Wien Arctic Village
10350,Arcadia Municipal
10351,Arecibo Airport
10352,Walnut Ridge Regional
10353,Arkhangelsk Airport
10354,Chacalluta
10355,Arusha Airport
10356,Armidale Airport
10357,Arlanda
10358,Aragip Airport
10359,Troncal
10360,Aragarcas Airport
10361,Watertown International
10362,Aracatuba Airport
10363,Lakeland/Noble F. Lee Memorial Field
10364,Arad Airport
10365,Asbury Park/Monmouth County
10366,Ararat Airport
10367,N'zeto North
10368,Assab International
10369,Ashkhabad Airport
10370,Ascension Airport
10371,Andros Town Airport
10372,Aspen Pitkin County Sardy Field
10373,Ashburton Airport
10374,Nashua Airport
10375,Ascension Aux Af
10376,Amami
10377,Yamoussoukro Airport
10378,Harrison County
10379,Yohannes IV
10380,Talladega Municipal
10381,Asosa Airport
10382,Alice Springs Airport
10383,Austin Airport
10384,Kayseri Airport
10385,Astoria Regional
10386,Silvio Pettirossi International
10387,Aswan International
10388,John F Kennedy Memorial
10389,Ashley Municipal
10390,Anta Huaraz
10391,Atbara Airport
10392,Arthur's Town Airport
10393,Antlers Municipal
10394,Eleftherios Venizelos International
10395,Artigas International
10396,Atqasuk Edward Burnell Sr. Memorial
10397,Atlanta Municipal
10398,Altamira Airport
10399,Namatanai Airport
10400,Ohio University Snyder Field
10401,Aitape Airport
10402,Amritsar Airport
10403,Atar Airport
10404,Artesia Municipal
10405,Atmautluak Airport
10406,Casco Cove
10407,Ati Airport
10408,Outagamie County Regional
10409,Watertown Municipal
10410,Assiut Airport
10411,Reina Beatrix International
10412,Santiago Perez
10413,Augustus Downs Airport
10414,Augusta
10415,Abu Dhabi International
10416,Alakanuk New
10417,Austin Municipal
10418,Auburn Municipal
10419,Auburn-Opelika
10420,Aguan Papua N.G.
10421,Hiva Oa/Atuona
10422,Aurillac Airport
10423,Austin - Bergstrom International
10424,Wausau Downtown
10425,Araguaina Airport
10426,Anatom
10427,Aurora Municipal
10428,Aviano AFB
10430,Maximo Gomez
10431,Asheville Regional
10432,Caumont
10433,Avon Park Municipal
10434,Wilkes Barre Scranton International
10435,Avalon Airport
10436,Avra Valley
10437,Catalina
10438,Awasa Airport
10439,Wake Island Airfield
10440,West Memphis Municipal
10441,Awar Airport
10442,Andrews County
10443,Ahwaz Airport
10444,Wallblake
10445,Maxson Airfield
10446,Aramac Airport
10447,Dimokritos
10448,El Eden
10449,Chandler Field
10450,Spring Point Airport
10451,Altus Municipal
10452,Akita Airport
10453,Axum Airport
10454,Neil Armstrong
10455,Angel Fire
10456,Anthony Lagoon Airport
10457,Ayacucho Airport
10458,Ayers Rock Connellan
10459,Ayr Airport
10460,Waycross Ga
10461,Antalya Airport
10462,Ayawasi Airport
10463,Valle
10464,H. A. Clark Memorial Field
10465,Glendale Municipal
10466,Williams Gateway
10467,Yazd Airport
10468,Pablo L. Sidar
10469,Kalamazoo/Battle Creek International
10470,Samana El Catey International
10471,Biddeford Municipal
10472,Sugarloaf Regional
10473,Bialla Airport
10474,Beale AFB
10475,Barranca de Upia Airport
10476,Barksdale AFB
10477,Barcelonnette Airport
10478,Barnes Municipal
10479,Baguio Airport
10480,Bahrain International
10481,Buenos Aires Airport
10482,Bina International
10483,Batman Airport
10484,Lander County
10485,Udorn AB
10486,Ernesto Cortissoz International
10487,Baker AAF
10488,Barth Airport
10489,Bauru Airport
10490,Baotou Airport
10491,Barnaul Airport
10492,Baia Mare Airport
10493,Balmaceda Airport
10494,Bay City Municipal
10495,N Eng Heliport
10497,Bhubaneswar Airport
10498,Berbera International
10499,Cocoa Point
10500,Baillif
10501,Blackbushe Airport
10502,Berberati Airport
10503,Baneasa
10504,Blue Bell Airport
10505,Bambari Airport
10506,Zambezi Airport
10507,Gustavo Rizo
10508,Virginia Tech/Montgomery Executive
10509,Bear Creek Airport
10510,Bacolod Airport
10511,Bryce Canyon Airport
10512,Baucau Airport
10513,Barcaldine Airport
10514,Baca Grande
10515,Barra del Colorado Airport
10516,Bacau Airport
10517,Barcelona Airport
10518,Southern Seaplane
10519,Boca Raton Public
10520,Bulchi Airport
10521,Bermuda NAS Kindley Field
10522,Bundaberg Airport
10523,Baudette International
10524,Blanding Municipal
10525,Bandar Lengeh Airport
10526,Bird Island Airport
10527,Syamsudin Noor
10528,Bondoukou/Soko
10529,Bradley International
10530,Bandirma Airport
10531,Talhar
10532,Husein Sastranegara
10533,Chandragadhi
10534,Baroda Airport
10535,Igor I Sikorsky Memorial
10536,Brindisi/Casale
10537,Bardufoss Airport
10538,Bandon State
10539,Benbecula Airport
10540,Laurence G Hanscom Field
10541,Bluefields International
10542,Belgrade International
10543,Ross Field
10544,Beica Airport
10545,Val de Cans International
10547,Benina
10548,Aeropelican
10549,Berlin Metropolitan Area
10550,Brest/Guipavas
10551,Bethel Airport
10552,Bedourie North
10553,Teyman
10554,Beira Airport
10555,Beirut International
10556,Blue Fox Bay Airport
10557,Bradford Regional
10558,William B. Heilig Field
10559,King County Airport-Boeing Field
10560,Buckley Air National Guard Base
10561,Meadows Field
10562,Mobile Aerospace
10563,Bloemfontein International
10564,Buffalo Range Airport
10565,Beaver County
10566,Bahia de Pinas Airport
10567,Virgil I Grissom Municipal
10568,Belfast International (Aldergrove)
10569,Beaufort County
10570,Palonegro
10571,Booue Airport
10572,Hutchinson County
10573,Decatur County Industrial Air Park
10574,Bangui-M'Poko
10575,Grantley Adams International
10576,Baglung Airport
10577,Greater Binghamton/Edwin A. Link Field
10578,Bruggen Airport
10579,Flesland
10580,Big Lake Airport
10581,Bangor International
10582,Big Spring McMahon-Wrinkle
10583,Bagdad Airport
10584,Bangassou Airport
10585,Muthanna
10586,Comandante Gustavo Kraemer
10587,Bergamo/Orio Al Serio
10588,Isa AB
10589,Hancock County-Bar Harbor
10590,Laughlin Bullhead International
10591,Belfast City
10592,Woodbourne
10593,Araslaya
10594,Bisha Airport
10595,Comandante Espora Nab
10596,Bhuj Airport
10597,Bukhara Airport
10598,Bahia de Los Angeles North
10599,Birmingham Airport
10600,Beihan Airport
10601,Bhopal Airport
10602,Broken Hill Airport
10603,Bharatpur Airport
10604,Bathurst Airport
10605,Brighton Downs Airport
10606,Bhavnagar Airport
10607,Bahawalpur International
10608,Birmingham Airport
10609,Beihai Airport
10610,Belo Horizonte Metropolitan Area
10611,Bastia/Poretta
10612,Big Creek Airport
10613,Block Island State
10614,Beatrice Municipal
10615,Biggs AAF
10616,Allen AAF
10617,Eastern Sierra Regional
10618,Bikini Atoll Airport
10619,Manuhua
10620,Billings Logan International
10621,Bimini International
10622,Bamyan Airport
10623,Bilbao Airport
10624,Bulimba Airport
10625,Anglet
10626,Biratnagar Airport
10627,Bismarck Municipal
10628,Bria Airport
10629,Keesler AFB
10630,Rocky Mountain Metropolitan
10631,Bemidji Municipal
10632,Wayne County
10633,Banjul International
10634,Bujumbura International
10635,Bahir Dar Airport
10636,Bajura Airport
10637,Imsik
10638,Guanajuato International
10639,Badajoz Airport
10640,Buckland Airport
10641,Baker City Municipal
10642,Brooks Lake Airport
10643,Branson Airport
10644,Barking Sands Pacific Missile Range Facility
10645,Kota Kinabalu International
10646,Bangkok International
10647,Lakefront
10648,Bakelalan Airport
10650,Senou
10651,Blackall Airport
10652,Padangkemiling
10653,Betioky Airport
10654,Raleigh County Memorial
10655,Brookings Regional
10656,Bukavu Kavumu
10657,Bukoba Airport
10658,Campo Nuevo
10659,Albrook AFB
10660,Bali Airport
10661,Boulder City Municipal
10662,Borlange Airport
10663,Mercer County
10664,Belaga Airport
10665,Blythe Airport
10666,Bellingham International
10667,Mostepha Ben Boulaid
10668,Blackpool Airport
10669,Billund Airport
10670,Monmouth Executive
10671,Blonduos/Hjaltabakki
10672,Bellavista 1
10673,Bologna/Borgo Panigale
10674,Bangalore Airport
10675,Blackwater Airport
10676,Scott AFB
10677,Chileka International
10678,Bromma
10679,Bumba Airport
10680,Brigham City Airport
10681,Belo Airport
10682,Broome International
10683,Monroe County
10684,Bomai Airport
10685,Central Illinois Regional
10686,Baramita Airport
10687,Berlin Municipal
10688,Bitam Airport
10689,Bhamo Airport
10690,Brampton Island Airport
10691,Bordj Mokhtar
10692,Big Mountain AFS
10693,Nashville International
10694,Boende Airport
10695,Bandar Abbas International
10696,Brisbane International
10697,Warm Spring Bay Seaplane Base
10698,Banning Municipal
10699,Benin City Airport
10700,Ballina Byron Gateway
10701,Barnwell County
10702,Bronnoy
10703,Burns Municipal
10704,Barinas Airport
10705,Banja Luka Airport
10706,Banz Airport
10707,Boma Airport
10708,Bora Bora Motu Mute
10709,Bocas del Toro International
10710,Bordeaux/Merignac
10711,El Dorado International
10712,Bournemouth Airport
10713,Boise Air Terminal
10714,Burgas Airport
10715,Brookings Airport
10716,Sahar International
10717,Flamingo International
10718,Bodo Airport
10719,Boku Airport
10720,Fontaine
10721,Logan International
10722,Bartow Municipal
10723,Borroloola Airport
10724,Bobo Dioulasso Airport
10725,Bislig Airport
10726,Sepinggan
10727,Porto Seguro Airport
10728,Jefferson County
10729,Baler Airport
10730,Biggin Hill
10731,Glynco Jetport
10732,Ramey AFB
10733,Ignatyevo
10734,J. F. Mitchell
10735,Bartlett Cove Seaplane Base
10736,Pato Branco
10737,Barreiras Airport
10738,San Carlos de Bariloche Airport
10739,Brainerd/Crow Wing County
10740,Bremen Airport
10741,Whitesburg Municipal
10742,Bari Airport
10743,Bourke Airport
10744,Burlington Municipal
10745,Barquisimeto International
10746,Bern/Belp
10747,Brownsville South Padre Island International
10748,Turany
10749,Barra Airport
10750,Bristol/Lulsgate
10751,Bathurst Island Airport
10752,Brussels National
10753,Bremerhaven AAF
10754,Wiley Post/Will Rogers Memorial
10755,Barahona Habanero
10756,Samuels Field
10757,Bosaso Airport
10758,Brasilia International
10759,Baoshan Airport
10760,Bata Airport
10761,Mohamed Khider
10762,EuroAirport
10763,Bergstrom AFB
10764,Basco Airport
10765,Bisbee Municipal
10766,Basrah International
10767,Balsas Airport
10768,Basankusu Airport
10769,Boswell Bay Airport
10770,Bartletts Airport
10771,Bertoua Airport
10772,Batticaloa Airport
10773,Bonthe Airport
10774,Batu Besar Airport
10775,Barter Island Dew Station
10776,Blangbintang
10777,Bratsk Airport
10778,W K Kellogg
10779,Bert Mooney
10780,Butler County/K. W. Scholter Field
10781,Baton Rouge Metropolitan/Ryan Field
10782,Ivanka
10783,Bettles Airport
10784,Bintulu Airport
10785,Burlington International
10786,Beatty Airport
10787,Bursa Airport
10788,Buka Passage
10789,Burketown Airport
10790,Ferihegy
10791,Buenos Aires Metropolitan Area
10792,Greater Buffalo International
10793,17 de Setembro
10794,Bucharest Metropolitan Area
10795,Bulolo Airport
10796,Butler Memorial
10797,Buenaventura Airport
10798,Burao Airport
10799,Bulawayo Airport
10800,Hollywood-Burbank Midpoint
10801,Batumi Airport
10802,Buyo Airport
10803,Bella Union Airport
10804,Bunia Airport
10805,Bunbury Airport
10806,Bushehr Airport
10807,Tille
10808,Boa Vista International
10809,Beaver Inlet Seaport
10810,Birdsville Airport
10811,Frank Phillips
10812,Beaver Island
10814,Batesville Regional
10815,Beverly Municipal
10816,Gautam Buddha
10817,Brownwood Regional
10818,Braunschweig/Wolfsburg
10819,Bowling Green-Warren County Regional
10820,Butterworth A/D Penang
10821,Friendship International
10822,Bawan Airport
10823,Bowman County
10824,Brunei International
10825,Blaine Municipal
10826,Wynyard
10827,RAF Bentwaters
10828,Sheraton Inn Heliport
10829,Bade Airport
10830,Bakel Airport
10832,Borrego Valley
10833,Bancasi
10834,Boundary Airport
10835,Yacuiba Airport
10836,Rock Hill/York County/Bryant Field
10837,Johnson County
10838,Blytheville AFB
10839,Burley Municipal
10840,Bouake Airport
10841,Boyne Mountain
10842,Bantry Airport
10843,Bayreuth Airport
10844,Blakely Island Airport
10845,Bonanza Airport
10846,Philip S. W. Goldson International
10847,Szwederowo
10848,Balikesir Airport
10849,Gallatin Field
10850,Bolzano Airport
10851,Vias
10852,Buzzards Point Seaplane Base
10853,Eagle Air Park
10854,Maya Maya
10856,Brize Norton Airport
10857,Camarillo Airport
10858,Bakersfield Municipal
10859,Koala Mine Airport
10860,Lake Simcoe Regional
10861,Thetford Mines Airport
10862,Pelee Island Airport
10863,Calgary Springbank
10865,Cabinda Airport
10866,Cascavel Airport
10867,Wexford County
10868,Columbia Metropolitan
10869,Carauari Airport
10870,Cagliari/Elmas
10871,Quan Long
10872,Cairo International
10873,Canaima Airport
10874,Akron-Canton Regional
10875,Machrihanish
10876,Choreti
10877,Baiyun International
10878,Cap-Haitien International
10879,Caribou Municipal
10880,Anfa
10881,New Bight Airport
10882,Bartolomeu Lisandro
10883,Carlisle Airport
10884,Rochambeau
10885,Cobar Airport
10886,Corner Bay Airport
10887,Jorge Wilstermann
10888,Cumberland Municipal
10889,Council Bluffs Municipal
10890,Cambridge Airport
10891,Bechar/Leger
10892,Murray
10893,Ciudad Bolivar Airport
10894,Columbus AFB
10895,Cotabato Airport
10896,Calabar Airport
10897,Canberra Airport
10898,Coban Airport
10899,Canobie Airport
10900,Cayo Coco Airport
10902,Salvaza
10903,Chile Chico Airport
10904,Concordia Airport
10905,Calicut Airport
10906,Cocos Island International
10907,Criciuma
10908,Chakhcharan Airport
10909,Carriel Sur International
10910,Buchanan Field
10911,Simon Bolivar International
10912,Dum Dum
10914,Caceres Airport
10915,Charles City Municipal
10916,Chub Cay Airport
10917,Cold Bay Airport
10918,Cedar City Regional
10919,Cortina d'Ampezzo Airport
10920,Charles de Gaulle
10921,Harrell Field
10922,Conceicao Do Araguaia Airport
10923,Candle 2
10924,Woodward Field
10925,Chadron Municipal
10926,Cordova Mile 13
10927,Caldwell Wright
10928,Cessna Aircraft Field
10929,Mactan-Cebu International
10930,Jack McNamara Field
10931,Ceduna Airport
10933,Westover AFB
10934,Hawarden
10935,Chiang Rai Airport
10936,Balandino
10937,Cape Eleuthera Half
10938,Central Airport
10939,Ciudad Obregon International
10940,Waco Kungo Airport
10941,Concepcion Airport
10942,Mandelieu
10943,Maupertus
10944,Le Pontreau
10945,Clemson-Oconee County
10946,Mettel Field
10947,Bob Sikes
10948,Chena Hot Springs Airport
10949,Kyle-Oakley Field
10950,Cortez Montezuma County
10951,Coffee Point Airport
10952,Cabo Frio International
10953,Aulnat
10954,Jaime Gonzalez
10955,Silver City Airport
10956,Carpiquet
10957,Coffs Harbour Airport
10958,Greenlee County
10959,Kerkira
10960,Coffeyville Municipal
10961,Craig Seaplane Base
10962,Marechal Rondon International
10963,Cape Gloucester Airport
10964,Cambridge-Dorchester
10965,Cuyahoga County
10966,Congonhas
10967,Cape Girardeau Regional
10968,Soekarno-Hatta International
10969,Camiguin Airport
10970,Wahn
10971,Zhengzhou Airport
10972,Chittagong Airport
10973,Dafangshen
10974,Campo Grande Air Base
10975,College Park Airport
10976,Ciudad Guayana Metropolitan Area
10977,Meigs Field
10978,Cagayan de Oro
10979,Casa Grande Municipal
10980,Lovell Field
10981,Christchurch International
10982,Chandler Municipal
10983,Caherciveen Reenroe
10984,R 813
10985,Chaoyang Airport
10986,Chicago Metropolitan Area
10987,Challis Airport
10988,Chimbote Airport
10990,Charlottesville Albemarle
10991,Circle Hot Springs Airport
10992,Souda
10993,Chateauroux Airport
10994,Charleston International
10995,Chatham Islands Airport
10996,Chuathbaluk Airport
10997,Jiuquan Airport
10998,Changuinola 1
10999,Chiloquin State
11000,Ciampino
11001,Catalina
11002,Chico Municipal
11003,Cedar Rapids Municipal
11004,Craig-Moffat
11005,Changzhi Airport
11006,Cobija Airport
11007,Chalkyitsik Airport
11008,Council Airport
11009,Arthur N Neu
11010,Chipata Airport
11011,Cairo Regional
11013,Kincheloe AFB
11014,Chomley Airport
11015,Canouan Airport
11016,Capt. Jose A. Quinones Gonzales International
11017,Comiso Airport
11018,Cajamarca Airport
11019,Coimbatore Airport
11020,El Loa
11021,Crafton Island Airport
11023,Chitral Airport
11024,Ciudad Juarez International
11025,Jeju International
11026,Clay Center Municipal
11027,Benedum
11028,Crooked Creek Airport
11029,Pearce Field
11030,Jiangbei
11031,Fletcher Field
11032,Cancun International
11033,Carajas Airport
11034,Cordova Municipal
11035,Outlaw Field
11036,Chicken Airport
11037,Conakry Airport
11038,Comilla Airport
11039,Castlebar Airport
11040,Clear Lake Metroport
11041,Palomar
11042,Cleveland-Hopkins International
11043,Clear Mews
11044,Coalinga Municipal
11045,Coolah Airport
11046,Clintonville Municipal
11047,Cluj Airport
11048,Clinton Municipal
11049,Easterwood Field
11050,William R. Fairchild International
11051,Carolina Airport
11052,Alfonso Bonilla Aragon International
11053,Clarks Point Airport
11054,Colima Airport
11055,Cliff Hatfield Memorial
11056,Chehalis Airport
11057,Douglas Municipal
11058,Columbus Municipal
11059,Saint Catherine
11060,Cunnamulla Airport
11061,Katunayak
11062,Cootamundra Airport
11063,Ciudad del Carmen International
11064,Aix Les Bains
11065,Corumba International
11066,Port Columbus International
11067,University of Illinois/Willard
11068,Chi Mei Airport
11069,Carmelita Airport
11070,Mohammed V International
11071,Houssen
11072,Cameta Airport
11073,Chimbu
11074,Coromandel Airport
11075,Ignacio Agramonte International
11076,Houghton County Memorial
11077,Cananea Airport
11078,Coonamble Airport
11079,Coconut Island Airport
11080,Rum Kogalniceanu
11081,Fremont County
11082,Tancredo Neves International
11083,Blosser Municipal
11084,Sindal Airport
11085,Cavern City Air Terminal
11086,Chino Airport
11087,Corrientes Airport
11088,Chanaral Airport
11089,Cairns International
11090,TSTC Waco
11091,Chiang Mai International
11092,Canyonlands Field
11093,Marina Municipal
11094,Tolemaida AB
11095,Columbia Airport
11096,Comodoro Pierrestegui
11097,Yellowstone Regional
11098,Coeur d'Alene - Pappy Boyington Field
11099,Patrick AFB
11100,Mandinga
11101,Cooch Behar Airport
11102,Coonabarabran Airport
11103,Cochin
11104,Coll/Ballard
11105,Coleman Municipal
11106,Concord Municipal
11107,Card Bernardin Gadin de Cadjehoun International
11108,Ambrosio L. V. Taravella
11109,Peterson Field
11110,Cotulla-La Salle County
11111,Columbia Regional
11112,Coolawanyah Airport
11113,Cape Palmas Airport
11114,Capurgana Airport
11115,Chapelco Airport
11116,Coober Pedy Airport
11117,Campeche International
11118,Kastrup
11119,Cape Rodney Airport
11120,Chamonate
11121,Viracopos International
11122,Casper/Natrona County International
11123,Bi-State Parks
11124,D F Malan
11125,Presidente Joao Suassuna
11126,Culebra Airport
11127,Calais/Marck
11128,Glen-Aspen
11130,Cheraw Municipal/Lynch Bellinger Field
11131,Craiova Airport
11132,Collarenebri Airport
11133,Cartago Airport
11134,Comodoro Rivadavia Airport
11135,Grand Strand
11136,Craig Municipal
11137,Crooked Island Airport
11138,Luzon Island Airport
11139,Gosselies
11140,Corpus Christi International
11141,Caravelas Airport
11142,Ceres Airport
11143,C David Campbell Field-Corsicana Municipal
11144,Carriacou Airport
11145,Crotone Airport
11146,Kanawha
11147,Roscoe Turner
11148,Cresswell Downs Airport
11149,Buckhorn Ranch
11150,Columbus Metropolitan
11151,Casino Airport
11152,Clinton/Sherman
11153,Carson
11154,Cape Spencer C.G. Helipad
11155,Casuarito Airport
11156,Cassilandia Airport
11157,Castaway Airport
11158,Cape Sabine Airport
11159,Crossville Memorial-Whitson Field
11160,Huanghua
11161,Catania-Fontanarossa
11162,Cut Bank Municipal
11163,Catamarca Aeroclub
11164,Rafael Nunez
11165,Chester County G. O. Carlson
11166,Charleville Airport
11167,Chetumal International
11168,Cooktown Airport
11169,Calverton Executive Airpark
11170,New Chitose
11171,Le Castellet Airport
11172,Chengdu Airport
11173,Cottonwood Airport
11174,Cortland County Chase Field
11175,Cross City Airport
11176,Owens Field
11177,Camilo Daza
11178,Cuenca Airport
11179,Levaldigi
11180,Culiacan International
11181,Cumana Airport
11183,General Jose Francisco Bermudez
11184,Coen Airport
11185,Dr Albert Plesman
11186,Cutral-Co Airport
